itemCollection_Weapons,,,
Weapon_Plasma_Plasmarifle_2-ChisComp,Weapon,1,1
Weapon_Plasma_Plasmarifle_2-Victory,Weapon,1,1
Weapon_Plasma_Plasmarifle_3-Ceres_Arms,Weapon,1,1
Weapon_PPC_PPCER_1-MagnaFirestar,Weapon,1,1
Weapon_PPC_PPCER_2-TiegartMagnum,Weapon,1,1
Weapon_PPC_PPCER_CLAN,Weapon,1,1
Weapon_PPC_PPCSnub_ARCH,Weapon,1,1
Weapon_PPC_PPC_-1-Magna,Weapon,1,1
Weapon_PPC_PPC_HEAVY,Weapon,1,1
Weapon_PPC_PPC_LIGHT,Weapon,1,1
Weapon_PPC_PPC_LIGHT_PRETA,Weapon,1,1
Weapon_RocketLauncher_RL10_0_STOCK,Weapon,1,1
Weapon_RocketLauncher_RL15_0_STOCK,Weapon,1,1
Weapon_RocketLauncher_RL20_0_STOCK,Weapon,1,1
Weapon_RotaryAutocannon_RAC2_0-STOCK,Weapon,1,1
Weapon_RotaryAutocannon_RAC5_0-STOCK,Weapon,1,1
Weapon_SRM_SRM2_CLAN,Weapon,1,1
Weapon_SRM_SRM2_OneShot,Weapon,1,1
Weapon_SRM_SRM2_STREAK,Weapon,1,1
Weapon_SRM_SRM2_STREAK_CLAN,Weapon,1,1
Weapon_SRM_SRM4_CLAN,Weapon,1,1
Weapon_SRM_SRM4_OS,Weapon,1,1
Weapon_SRM_SRM4_STREAK,Weapon,1,1
Weapon_SRM_SRM4_STREAK_CLAN,Weapon,1,1
Weapon_SRM_SRM6_CLAN,Weapon,1,1
Weapon_SRM_SRM6_STREAK,Weapon,1,1
Weapon_SRM_SRM6_STREAK_CLAN,Weapon,1,1
Weapon_SRM_SRM_NARC_CLAN,Weapon,1,1
Weapon_Thunderbolt_10,Weapon,1,1
Weapon_Thunderbolt_15,Weapon,1,1
Weapon_Thunderbolt_20,Weapon,1,1
Weapon_Thunderbolt_5,Weapon,1,1
